scenario,mode,seed,num_steps,reached_goal,min_dist_to_target,final_dist_to_target,mean_speed_mps,max_speed_mps,flip_steps,ever_flipped,rms_jerk_mps3,total_curvature_rad,path_length_m,mean_reachability
straight_corridor,heading_direction_alignment,4,64,True,0.942705735828895,0.942705735828895,2.9459825812364673,5.514868029528195,0,False,536.8257296976523,20.5682765719641,9.574443389018521,69.36980813833384
straight_corridor,heuristic_joint_controller,0,140,False,7.999326140554981,8.273916450208441,0.0756067346954099,1.6447894118682267,0,False,117.54007948269361,11.451501927612153,0.5330274796026399,0.0
straight_corridor,heuristic_joint_controller,1,140,False,7.98547856349604,8.033399154218156,0.020884472260266747,0.7413313803998687,0,False,57.16931506834445,8.98739013019141,0.1472355294348806,0.0
straight_corridor,heuristic_joint_controller,2,140,False,7.99226334711522,8.293234684802895,0.04849304320042275,1.883733749818796,0,False,86.83976032337915,6.768954224934509,0.34187595456298037,0.0
straight_corridor,heuristic_joint_controller,3,140,False,8.0,8.126241397689805,0.06848314722523224,1.2547349444678304,0,False,73.80007239313113,10.541545779148453,0.48280618793788743,0.0
straight_corridor,heuristic_joint_controller,4,140,False,7.935855988753353,8.006653223750906,0.028238105526071196,0.9180637178465659,0,False,73.17691232992009,9.407698491608587,0.19907864395880195,0.0
sharp_90deg_turn,baseline_high_actor,0,180,False,1.4416865828290686,6.790974581803619,2.9542379912237786,5.762678913153989,0,False,563.2164505110003,56.57430189635435,26.735853820575194,36.65834500644747
sharp_90deg_turn,baseline_high_actor,1,180,False,7.652954761427823,8.625798222732698,2.2357144033253746,4.859452604884092,0,False,569.6901080684268,81.61406433768849,20.233215350094646,70.4904795483331
sharp_90deg_turn,baseline_high_actor,2,180,False,2.0532549396741464,2.575352715092356,2.2434719910244065,5.679703951106161,0,False,658.0626749194776,97.27680225327255,20.303421518770882,40.64579336155844
sharp_90deg_turn,baseline_high_actor,3,78,True,0.8854218222797845,0.8854218222797845,2.8199482339827004,5.915186607015872,0,False,605.050646900148,26.150189755465775,11.138795524231663,37.860334643834754
sharp_90deg_turn,baseline_high_actor,4,180,False,1.3446456733750303,2.994913068846287,2.214899052760717,5.663086770738399,0,False,607.5701820629077,91.02319050340212,20.04483642748449,39.52308045698134
sharp_90deg_turn,fb_latent_optimization,0,180,False,7.4642284730318735,9.433917359029044,2.549026766883955,5.267637626803371,0,False,571.5458937954618,67.91973303433267,23.068692240299796,77.6051597384458
sharp_90deg_turn,fb_latent_optimization,1,180,False,8.013178050861601,9.407991153009238,2.447925159365315,5.092189333765207,0,False,539.9941083605904,70.36759001551317,22.153722692256103,75.74530092523902
sharp_90deg_turn,fb_latent_optimization,2,180,False,3.602913711404485,3.678123749583977,2.171548428505412,5.647325095546119,0,False,522.4591788926466,81.50238875225571,19.652513277973984,75.56521598015043
sharp_90deg_turn,fb_latent_optimization,3,180,False,8.330815785248207,9.02642009620925,2.1452610280361974,4.7626971373702744,0,False,589.9353344299865,85.50759615253561,19.414612303727587,76.13192186302902
sharp_90deg_turn,fb_latent_optimization,4,180,False,1.221499171549274,1.221499171549274,2.6093913672007196,5.186327880397951,0,False,582.934082603111,66.0166268711958,23.614991873166517,70.61173440079662
sharp_90deg_turn,heading_direction_alignment,0,180,False,5.45351984287973,5.597842537559638,2.4836143287282453,5.265846721181728,0,False,581.749939684972,62.84394657120398,22.476709674990627,65.05837483695858
sharp_90deg_turn,heading_direction_alignment,1,180,False,8.145305519247975,8.162688639199594,2.022811285877249,4.9659418506021895,0,False,551.9704164553659,81.67501685306499,18.3064421371891,69.3923369138939
sharp_90deg_turn,heading_direction_alignment,2,180,False,7.659605518226136,8.536676338582392,2.3719966605854506,5.327623638681482,0,False,568.1851331380954,78.19745605889302,21.46656977829833,68.50492911575907
sharp_90deg_turn,heading_direction_alignment,3,180,False,7.9704429758056055,8.292088864233465,2.1265697574454854,4.701660226627051,0,False,558.8569880590828,92.36312005259997,19.245456304881646,69.51219708353116
sharp_90deg_turn,heading_direction_alignment,4,180,True,0.9254753330822539,0.9254753330822539,2.4519138966533034,5.7863361374676066,0,False,578.0615395633548,75.39149976487154,22.189820764712398,54.158775882826326
sharp_90deg_turn,heuristic_joint_controller,0,180,False,8.94427190999916,9.225157529463539,0.0588980641225169,1.6447894118682254,0,False,103.49408329454607,11.451501927612384,0.5330274803087779,0.0
sharp_90deg_turn,heuristic_joint_controller,1,180,False,8.92616852155549,8.983301068228071,0.0162691193379739,0.7413313803998723,0,False,50.3376029828747,8.98739013019089,0.1472355300086638,0.0
sharp_90deg_turn,heuristic_joint_controller,2,180,False,8.932890355512688,9.103511764847656,0.037776348620392974,1.8837337498188074,0,False,76.46244096261181,6.768954224935245,0.3418759550145565,0.0
sharp_90deg_turn,heuristic_joint_controller,3,180,False,8.928253082063323,9.076501678152951,0.05334875012359027,1.2547349444678497,0,False,64.98099093528944,10.541545779149683,0.48280618861849206,0.0
sharp_90deg_turn,heuristic_joint_controller,4,180,False,8.94427190999916,9.035744271252673,0.021997640292788483,0.9180637178465706,0,False,64.4322982700127,9.407698491608473,0.19907864464973574,0.0
s_curve_maneuver,baseline_high_actor,0,320,False,3.8399613723089874,11.220605288252427,2.888925839926735,5.762678913153989,0,False,569.6576800765821,99.73181944647956,46.3672597308241,45.83085520616573
s_curve_maneuver,baseline_high_actor,1,320,False,6.911326750972308,10.000662292956125,2.4322434264501833,4.859452604884092,0,False,601.8715396143737,148.29456467192693,39.037506994525444,65.63305011642314
s_curve_maneuver,baseline_high_actor,2,290,True,0.9610488734130842,0.9610488734130842,2.4288517845373208,5.679703951106161,0,False,630.5416085633369,139.0091297123372,35.33979346501802,32.791237128149604
s_curve_maneuver,baseline_high_actor,3,148,True,0.9755779850683729,0.9755779850683729,3.2262839068366245,6.289373157591963,0,False,581.6568267381541,42.12596711861244,24.03581510593285,26.636768045041386
s_curve_maneuver,baseline_high_actor,4,320,False,2.591845220646412,5.6944693055066935,2.296830115932122,5.663086770738399,0,False,606.4832050469232,153.9921849964379,36.864123360710565,34.14133738728699
s_curve_maneuver,fb_latent_optimization,0,320,False,3.7129570412513844,3.9551951106978627,2.762539251993768,5.742594052196764,0,False,574.6243415503266,112.37208574047335,44.33875499449998,77.49018327469395
s_curve_maneuver,fb_latent_optimization,1,320,False,9.061047460398981,9.063704817049217,2.5640025387822023,5.442071393756592,0,False,549.5895975910295,126.38324857575867,41.15224074745435,76.06412632071712
s_curve_maneuver,fb_latent_optimization,2,320,False,6.38268849851145,6.630997899578433,2.214779239532891,5.647325095546119,0,False,593.6711500267716,155.5161280285431,35.547206794502905,73.79643988683587
s_curve_maneuver,fb_latent_optimization,3,320,False,11.834725873213362,12.328997580244689,2.1568393803903096,5.117945811381095,0,False,586.0288960739734,149.82818716340017,34.61727205526448,76.97660878737025
s_curve_maneuver,fb_latent_optimization,4,320,False,2.1947549849456203,6.8493102007812645,2.8063606499333735,5.458568021664953,0,False,570.9496047458589,111.26385330204278,45.042088431430656,76.4799091184622
s_curve_maneuver,heading_direction_alignment,0,320,False,3.820243174326333,5.760970762609745,2.7028420699189617,5.922843263925611,0,False,586.9411907890789,113.05627516412267,43.38061522219934,57.428597815682956
s_curve_maneuver,heading_direction_alignment,1,320,False,11.729303437453584,12.684464807185568,2.0694734777011945,4.9659418506021895,0,False,532.9390673163953,142.85857651304755,33.21504931710418,69.89621678765317
s_curve_maneuver,heading_direction_alignment,2,320,False,11.63626899034509,13.573121811043068,2.2795117554038393,5.327623638681482,0,False,558.2097520770496,143.98148005688176,36.58616367423162,68.74546388525087
s_curve_maneuver,heading_direction_alignment,3,320,False,11.765424737851031,12.613133635102917,2.197415249050732,4.701660226627051,0,False,558.9108259591629,152.6376002520975,35.268514747264256,69.77711485628026
s_curve_maneuver,heading_direction_alignment,4,288,True,0.9570837102454399,0.9570837102454399,2.81100770594377,5.847325101180427,0,False,571.2804303264099,103.25447060552554,40.619061350887485,39.22819050785579
s_curve_maneuver,heuristic_joint_controller,0,320,False,12.649110640673518,12.963218990141007,0.03321043506416781,1.6447894118682254,0,False,77.43048209558022,11.451501927612384,0.5330274827798932,0.0
s_curve_maneuver,heuristic_joint_controller,1,320,False,12.632396349762653,12.68928082350048,0.00917355339672541,0.7413313803998723,0,False,37.660750667331186,8.98739013019089,0.14723553201744283,0.0
s_curve_maneuver,heuristic_joint_controller,2,320,False,12.638967642189355,12.936154718516391,0.02130068265386891,1.8837337498188074,0,False,57.20639748158311,6.768954224935245,0.34187595659459596,0.0
s_curve_maneuver,heuristic_joint_controller,3,320,False,12.646213647942238,12.79527076337932,0.030081382616865847,1.2547349444678497,0,False,48.61639714077394,10.541545779149683,0.482806191000697,0.0
s_curve_maneuver,heuristic_joint_controller,4,320,False,12.60646040734391,12.68653049012799,0.012403654022826584,0.9180637178465706,0,False,48.20588538742305,9.407698491608473,0.1990786470663667,0.0
