scenario,mode,seed,step,x,y,z,speed_mps,wp_idx,active_wp_x,active_wp_y,dist_to_wp,dist_to_target,reachability,action_norm,is_flipped,reached_goal
sharp_90deg_turn,baseline_high_actor,1,0,0.0,0.0,0.6788319225439268,0.0,0,4.0,0.0,4.0,8.94427190999916,0.0,0.0,False,False
sharp_90deg_turn,baseline_high_actor,1,1,0.0077770125699678505,0.008826954140683609,0.6615863875906947,0.23528454595673676,0,4.0,0.0,3.9922327457807585,8.932899363041836,56.766510009765625,1.2926969528198242,False,False
sharp_90deg_turn,baseline_high_actor,1,2,0.018892626858662408,0.019202647237404526,0.5419022187483657,0.3041130633513613,0,4.0,0.0,3.9811536843157973,8.918651372396095,59.33545684814453,1.442659616470337,False,False
sharp_90deg_turn,baseline_high_actor,1,3,0.02426169993752246,0.031139596607715016,0.5675313179313248,0.2617767797154635,0,4.0,0.0,3.9758602471742606,8.905573039357835,58.14827346801758,1.3681148290634155,False,False
sharp_90deg_turn,baseline_high_actor,1,4,0.011492358967060011,0.07338518938862919,0.6034433219242206,0.8826655489438247,0,4.0,0.0,3.989182696818955,8.873523288884844,58.689117431640625,1.4353690147399902,False,False
sharp_90deg_turn,baseline_high_actor,1,5,0.003905211566546972,0.11198690991423349,0.6289378724648228,0.7868056006953617,0,4.0,0.0,3.9976636459483608,8.842484043949947,59.874393463134766,1.6405439376831055,False,False
sharp_90deg_turn,baseline_high_actor,1,6,-0.00924715348468928,0.15730044216137787,0.6444254716458645,0.9436738655179497,0,4.0,0.0,4.012331761809989,8.808064435064448,60.21084976196289,1.8938761949539185,False,False
sharp_90deg_turn,baseline_high_actor,1,7,-0.04273844461549429,0.19625267437256766,0.6747543616944847,1.0274128626492447,0,4.0,0.0,4.047499134499042,8.788754545088251,60.76043701171875,0.8432945609092712,False,False
sharp_90deg_turn,baseline_high_actor,1,8,-0.07534326145174344,0.2255120492223646,0.6773327821214326,0.876170097076198,0,4.0,0.0,4.08157792808181,8.777874776701179,62.45752716064453,1.5948173999786377,False,False
sharp_90deg_turn,baseline_high_actor,1,9,-0.15930953839544282,0.25946927904579825,0.6390289221120234,1.8114556711183978,0,4.0,0.0,4.167394886851479,8.787244828626495,64.22421264648438,2.140098810195923,False,False
sharp_90deg_turn,baseline_high_actor,1,10,-0.26640542358407593,0.2819255432848939,0.542949844335213,2.1884983370259135,0,4.0,0.0,4.275710145735338,8.81878044617201,66.04631042480469,1.8918794393539429,False,False
sharp_90deg_turn,baseline_high_actor,1,11,-0.4397533292389278,0.23189153698887238,0.5382339322473596,3.608484345591857,0,4.0,0.0,4.44580513623969,8.947341432939353,64.41458892822266,1.5905694961547852,False,False
