scenario,mode,seed,step,x,y,z,speed_mps,wp_idx,active_wp_x,active_wp_y,dist_to_wp,dist_to_target,reachability,action_norm,is_flipped,reached_goal
s_curve_maneuver,fb_latent_optimization,1,0,0.0,0.0,0.6788319225439268,0.0,0,4.0,0.0,4.0,12.649110640673518,0.0,0.0,False,False
s_curve_maneuver,fb_latent_optimization,1,1,0.007299855671524863,0.008699982262045552,0.6615257684771448,0.22713659694994193,0,4.0,0.0,3.992709622826582,12.639435611741975,66.7517318725586,1.2803385257720947,False,False
s_curve_maneuver,fb_latent_optimization,1,2,0.016807827432478425,0.01948132638727332,0.5419007668180106,0.2874988056696401,0,4.0,0.0,3.9832398127254374,12.627011663717711,67.00282287597656,1.3760833740234375,False,False
s_curve_maneuver,fb_latent_optimization,1,3,0.012261786290388432,0.05245175386129371,0.5593981795255275,0.6656472272563638,0,4.0,0.0,3.98808315454468,12.620974789453724,65.58721923828125,1.2438007593154907,False,False
s_curve_maneuver,fb_latent_optimization,1,4,-0.005427330060967253,0.09835134040288189,0.5909124444988757,0.9838042248294204,0,4.0,0.0,4.0066346330253735,12.623515660873196,67.36418151855469,1.0508143901824951,False,False
s_curve_maneuver,fb_latent_optimization,1,5,-0.01968407807221028,0.14091296395987893,0.6266840554481233,0.8977185892391016,0,4.0,0.0,4.022153223202616,12.623999290573312,67.42864227294922,1.6703298091888428,False,False
s_curve_maneuver,fb_latent_optimization,1,6,-0.03750979759527671,0.18975667802446894,0.6383510533820735,1.0398970487771295,0,4.0,0.0,4.0419664722177915,12.626147326079378,68.40017700195312,2.0312652587890625,False,False
s_curve_maneuver,fb_latent_optimization,1,7,-0.0808277013708025,0.2387146317485796,0.6650941072431528,1.3074130212534787,0,4.0,0.0,4.087803738401119,12.65281255577709,69.7005386352539,1.027599573135376,False,False
s_curve_maneuver,fb_latent_optimization,1,8,-0.1270569131718473,0.285681473705049,0.6641557688667384,1.3180325135761763,0,4.0,0.0,4.136932760993079,12.683125462207137,69.90489959716797,1.2735202312469482,False,False
s_curve_maneuver,fb_latent_optimization,1,9,-0.20060377259154152,0.33088710627593604,0.5948555020943419,1.7265792477189463,0,4.0,0.0,4.213615826272011,12.740373693211167,70.7413101196289,1.8020800352096558,False,False
s_curve_maneuver,fb_latent_optimization,1,10,-0.2846244869012779,0.3508155312296475,0.510765839843094,1.7270347482611976,0,4.0,0.0,4.298962494684732,12.815168593166819,70.80995178222656,1.6576461791992188,False,False
