scenario,mode,seed,step,x,y,z,speed_mps,wp_idx,active_wp_x,active_wp_y,dist_to_wp,dist_to_target,reachability,action_norm,is_flipped,reached_goal
straight_corridor,heuristic_joint_controller,3,0,0.0,20.0,0.8102548930412794,0.0,0,4.0,20.0,4.0,8.0,0.0,0.0,False,False
straight_corridor,heuristic_joint_controller,3,1,-0.0038614655920392203,20.009929720080102,0.791089921874014,0.21308238537024177,0,4.0,20.0,4.003873778604128,8.003867625075392,0.0,1.5801897048950195,False,False
straight_corridor,heuristic_joint_controller,3,2,-0.0034834375992046428,20.019660191305004,0.6680364364244706,0.19475623268282063,0,4.0,20.0,4.003531710659139,8.003507584743511,0.0,1.4855746030807495,False,False
straight_corridor,heuristic_joint_controller,3,3,-0.04597280088757983,19.986475165605558,0.5650581690621247,1.0782563560349452,0,4.0,20.0,4.045995406159959,8.045984168128106,0.0,1.5053727626800537,False,False
straight_corridor,heuristic_joint_controller,3,4,-0.09939948147403806,19.953589161687717,0.6154703207286844,1.2547349444678304,0,4.0,20.0,4.09966219030574,8.099532451099556,0.0,1.7409076690673828,False,False
straight_corridor,heuristic_joint_controller,3,5,-0.1415845276907294,19.930411336639008,0.6095951720935576,0.9626608329610057,0,4.0,20.0,4.142169115581305,8.141881920268892,0.0,1.661699891090393,False,False
straight_corridor,heuristic_joint_controller,3,6,-0.17394416981927377,19.90112759252558,0.5570161982579239,0.8728537352817369,0,4.0,20.0,4.175115050597779,8.17454213055889,0.0,1.4593249559402466,False,False
straight_corridor,heuristic_joint_controller,3,7,-0.20914755267016225,19.872369969534695,0.48602603639754804,0.9091268435663021,0,4.0,20.0,4.211082110909948,8.210139643525382,0.0,1.4383717775344849,False,False
straight_corridor,heuristic_joint_controller,3,8,-0.2500344484221817,19.8639420994201,0.49199383527638374,0.834929275784479,0,4.0,20.0,4.252211726276744,8.25115629184558,0.0,1.7016385793685913,False,False
straight_corridor,heuristic_joint_controller,3,9,-0.263131127848159,19.8625122643936,0.4994780988507812,0.26348999236390125,0,4.0,20.0,4.265347569738027,8.264274857085487,0.0,1.7670631408691406,False,False
