scenario_name,mode,seed,step,x,y,action_norm,speed,subgoal_x,subgoal_y,dist_to_subgoal,dist_to_goal,alignment_cos,reached_goal,reward,done
straight_corridor,direct_latent,0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,False,0.0,False
straight_corridor,direct_latent,0,1,0.0008184864565218036,-0.01945761604930397,1.7503236532211304,0.019474823295774497,0.0,3.0,3.0194577269831457,3.0194577269831457,-0.9991164363234936,False,0.0,False
straight_corridor,direct_latent,0,2,-0.03916515514005523,-0.05718760590674441,1.9720203876495361,0.05497493728933289,0.0,3.0,3.0574384649714466,3.0574384649714466,-0.6861153816303224,False,0.0,False
straight_corridor,direct_latent,0,3,-0.13349804521503217,-0.0981396207234862,1.4304072856903076,0.10283852229319673,0.0,3.0,3.1010144852246175,3.1010144852246175,-0.40993431886328885,False,0.0,False
straight_corridor,direct_latent,0,4,-0.17804451254557865,-0.07311853491588735,1.7232637405395508,0.05109248953244175,0.0,3.0,3.078271816797724,3.078271816797724,0.4517331856870181,False,0.0,False
straight_corridor,direct_latent,0,5,-0.21798823597707412,-0.0255922392068972,1.6639968156814575,0.06208260485345453,0.0,3.0,3.033434896115854,3.033434896115854,0.7270381665577301,False,0.0,False
straight_corridor,direct_latent,0,6,-0.2584131049423893,0.018039300521873372,1.0974297523498535,0.05948009154302123,0.0,3.0,2.9931366400547175,2.9931366400547175,0.6828121429628802,False,0.0,False
straight_corridor,direct_latent,0,7,-0.32322547191759876,0.04025521089785129,2.539919137954712,0.06851415610487155,0.0,3.0,2.977341754369773,2.977341754369773,0.24137157144198831,False,0.0,False
straight_corridor,direct_latent,0,8,-0.37947293690412065,0.0814816715724764,2.1766345500946045,0.06973806978377317,0.0,3.0,2.9430849364586855,2.9430849364586855,0.5001067032136632,False,0.0,False
straight_corridor,direct_latent,0,9,-0.454651048260631,0.10498861628119303,1.966155767440796,0.07876753694683193,0.0,3.0,2.9304945807057847,2.9304945807057847,0.17288183855156078,False,0.0,False
straight_corridor,direct_latent,0,10,-0.5596253189256571,0.14395786174392045,1.2973191738128662,0.11197410233437224,0.0,3.0,2.9103534481359823,2.9103534481359823,0.19835998719245834,False,0.0,False
straight_corridor,direct_latent,0,11,-0.6193218483093965,0.24094719700663797,2.0439364910125732,0.11388857174961621,0.0,3.0,2.8277078918266816,2.8277078918266816,0.7349329655152054,False,0.0,False
straight_corridor,direct_latent,0,12,-0.6105897090990996,0.38787250111162286,2.059549570083618,0.1471845618314988,0.0,3.0,2.682541679696062,2.682541679696062,0.9869958288358156,False,0.0,False
straight_corridor,direct_latent,0,13,-0.5829563326663377,0.543349881201631,1.5662928819656372,0.15791396142433883,0.0,3.0,2.524869876248641,2.524869876248641,0.9985567221491216,False,0.0,False
straight_corridor,direct_latent,0,14,-0.5700023833846286,0.6893259982369173,1.9762061834335327,0.1465497579209625,0.0,3.0,2.3799405579736597,2.3799405579736597,0.9895809771864104,False,0.0,False
straight_corridor,direct_latent,0,15,-0.6341555461497883,0.827322099999447,2.6567728519439697,0.15217934286369983,0.0,3.0,2.2633343795964724,2.2633343795964724,0.7794419113311262,False,0.0,False
straight_corridor,direct_latent,0,16,-0.738712200947117,0.9618804773747682,2.343184471130371,0.17040554857247792,0.0,3.0,2.1678622890613317,2.1678622890613317,0.5860922375979389,False,0.0,False
straight_corridor,direct_latent,0,17,-0.8839662326067438,1.0847334173159453,2.044405221939087,0.19024084357878127,0.0,3.0,2.109417545943718,2.109417545943718,0.34695081425062657,False,0.0,False
straight_corridor,direct_latent,0,18,-0.9869438351515054,1.2119404406347316,1.2830650806427002,0.16366433150657214,0.0,3.0,2.0423552877942366,2.0423552877942366,0.44203517341819937,False,0.0,False
straight_corridor,direct_latent,0,19,-1.0619705832052282,1.3356953757234473,2.2576968669891357,0.14472144582724786,0.0,3.0,1.9742571772647985,1.9742571772647985,0.49813143433666734,False,0.0,False
straight_corridor,direct_latent,0,20,-1.1164172224025133,1.4127635340836047,2.1085245609283447,0.09436067800151518,0.0,3.0,1.9405429686589553,1.9405429686589553,0.3781379244227803,False,0.0,False
straight_corridor,direct_latent,0,21,-1.0041017727716557,1.4261309135557056,1.4312680959701538,0.11310812110424634,0.0,3.0,1.8668916067485493,1.8668916067485493,0.6679452984740125,False,0.0,False
straight_corridor,direct_latent,0,22,-0.9132846584264802,1.455782983834556,1.609129548072815,0.09553529991477787,0.0,3.0,1.7940722004234053,1.7940722004234053,0.7729462976239776,False,0.0,False
straight_corridor,direct_latent,0,23,-0.8768445983252359,1.495802706164653,1.8535971641540527,0.05412445062594513,0.0,3.0,1.741110550307971,1.741110550307971,0.9791573422604456,False,0.0,False
straight_corridor,direct_latent,0,24,-0.8233793921597863,1.5153417800840485,1.9755308628082275,0.05692366537690303,0.0,3.0,1.6976936276600147,1.6976936276600147,0.7695590340286004,False,0.0,False
straight_corridor,direct_latent,0,25,-0.8318634129923507,1.517222732527316,2.0913829803466797,0.00869002828425894,0.0,3.0,1.700183861471765,1.700183861471765,-0.2842130282914826,False,0.0,False
straight_corridor,direct_latent,0,26,-0.9151392895377937,1.5345564486231618,2.0065431594848633,0.08506073905218109,0.0,3.0,1.7277166207245034,1.7277166207245034,-0.30128922268321284,False,0.0,False
straight_corridor,direct_latent,0,27,-0.9688349574778984,1.5632393712098869,1.5928168296813965,0.06087638954184171,0.0,3.0,1.7328941915975604,1.7328941915975604,-0.06756041087992175,False,0.0,False
straight_corridor,direct_latent,0,28,-1.009869404023772,1.6062952769128047,2.222590923309326,0.0594780364439236,0.0,3.0,1.7211185515062244,1.7211185515062244,0.21447179091648133,False,0.0,False
straight_corridor,direct_latent,0,29,-0.9910534265566215,1.6945224742785332,2.029050827026367,0.09021130396494398,0.0,3.0,1.6390419349282872,1.6390419349282872,0.9143395938129925,False,0.0,False
straight_corridor,direct_latent,0,30,-0.9939314820158563,1.8210327513860032,1.7501859664916992,0.1265430101468875,0.0,3.0,1.5420322837887326,1.5420322837887326,0.7825300825623627,False,0.0,False
straight_corridor,direct_latent,0,31,-1.0187863748356898,1.9431579313958602,2.441636800765991,0.12462874985141029,0.0,3.0,1.4679376129530586,1.4679376129530586,0.6206502311619309,False,0.0,False
straight_corridor,direct_latent,0,32,-0.9138963624468547,2.0150350190608135,1.8503313064575195,0.12715435670917988,0.0,3.0,1.3436378139104768,1.3436378139104768,0.9794732297907852,False,0.0,False
straight_corridor,direct_latent,0,33,-0.8524377222733841,2.0774612428503803,1.941587209701538,0.08760249921433293,0.0,3.0,1.2560763626459182,1.2560763626459182,0.9995619721713132,False,0.0,False
straight_corridor,direct_latent,0,34,-0.8322142735657257,2.1352638841025855,1.6250250339508057,0.06123833124246959,0.0,3.0,1.2001454692094102,1.2001454692094102,0.9173737479783528,False,0.0,False
straight_corridor,direct_latent,0,35,-0.7947254480960158,2.219695337995377,1.6182059049606323,0.09238009764851404,0.0,3.0,1.113761151862266,1.113761151862266,0.9399303763261966,False,0.0,False
straight_corridor,direct_latent,0,36,-0.8067484419649061,2.315784480337813,1.9154314994812012,0.09683839970629547,0.0,3.0,1.0578250923283112,1.0578250923283112,0.606591432864631,False,0.0,False
straight_corridor,direct_latent,0,37,-0.7827573038582524,2.4569298282968948,1.9741047620773315,0.14316977320001184,0.0,3.0,0.9526983825624356,0.9526983825624356,0.7654654272569009,True,0.0,True
