landmark_id,x,y
680,13.099677,4.382491
681,5.208715,8.060933
682,8.147336,7.667472
683,12.452154,13.323996
684,0.9359842,19.064163
685,19.498924,12.225187
686,2.1713812,3.4385612
687,3.7992854,5.5215344
688,3.7182295,8.044156
689,3.8030481,4.377325
690,13.406995,3.7446313
691,4.189993,7.6062307
692,3.4817545,0.9619885
693,14.430967,4.8572226
694,11.446172,4.231186
695,0.996412,13.027864
696,11.700358,4.079985
697,19.52562,0.7961205
698,17.987478,11.510868
699,11.266353,15.905722
700,14.835299,3.4010024
701,4.3098154,9.7689295
702,11.81243,7.8214545
703,0.1811425,20.405825
704,16.288609,3.9680464
705,3.9488883,-0.5927753
706,-0.5057605,19.764488
707,15.170537,3.6363792
708,12.7057905,9.402585
709,5.562783,8.397919
710,13.619517,12.917576
711,5.4326277,7.087775
712,20.073633,12.508367
713,3.1895661,19.785118
714,8.745735,19.98157
715,3.723593,3.988067
716,19.01966,13.847948
717,12.817864,7.474519
718,18.673485,0.48674503
719,12.1841345,4.0033836
720,9.857885,8.363693
721,19.799973,0.28686026
722,16.066269,20.345676
723,5.7131243,7.0336933
724,6.7208714,19.873102
725,19.84121,-0.082712874
726,11.239175,15.891484
727,3.9134715,9.541174
728,8.021096,20.093546
